<Albert_Karasu>	<diedOnDate>	"1982-##-##"^^xsd:date
<Afterglow_(Crowded_House_album)>	<wasCreatedOnDate>	"1999-##-##"^^xsd:date
<Brian_Roberts_(basketball)>	<wasBornOnDate>	"1985-12-03"^^xsd:date
<Boeing_777>	<wasCreatedOnDate>	"2003-08-##"^^xsd:date
<Splinter_(novel)>	<wasCreatedOnDate>	"2007-09-##"^^xsd:date
<Neil_Balme>	<wasBornOnDate>	"1952-01-15"^^xsd:date
<John_Venn>	<diedOnDate>	"1923-04-04"^^xsd:date
<Familiar_Strangers>	<wasCreatedOnDate>	"2008-03-27"^^xsd:date
<Erskineville,_New_South_Wales>	<wasCreatedOnDate>	"1980-01-20"^^xsd:date
<Evil_Under_the_Sun_(1982_film)>	<wasCreatedOnDate>	"1982-03-05"^^xsd:date
<Lesbia_Vent_Dumois>	<wasBornOnDate>	"1932-11-06"^^xsd:date
<USS_Achelous_(ARL-1)>	<wasCreatedOnDate>	"1943-04-02"^^xsd:date
<TNT_(TNT_album)>	<wasCreatedOnDate>	"1982-##-##"^^xsd:date
<Buxton,_Oregon>	<wasCreatedOnDate>	"1886-##-##"^^xsd:date
<The_Willing_Flesh>	<wasCreatedOnDate>	"1955-##-##"^^xsd:date
<Murderer_(film)>	<wasCreatedOnDate>	"2009-07-09"^^xsd:date
<Zebra_(Zebra_album)>	<wasCreatedOnDate>	"1983-03-21"^^xsd:date
<Quintet_(company)>	<wasCreatedOnDate>	"1987-07-##"^^xsd:date
<New_Year_(film)>	<wasCreatedOnDate>	"1924-##-##"^^xsd:date
<Rapa_Nui_National_Park>	<wasCreatedOnDate>	"1935-##-##"^^xsd:date
<Saugus_Iron_Works_National_Historic_Site>	<wasCreatedOnDate>	"1968-##-##"^^xsd:date
<John_Craven_(businessman)>	<wasBornOnDate>	"1940-10-23"^^xsd:date
<John_Locke>	<diedOnDate>	"1704-10-28"^^xsd:date
<Clinton,_Ohio>	<wasCreatedOnDate>	"1816-##-##"^^xsd:date
<Annapolis_(film)>	<wasCreatedOnDate>	"2006-01-27"^^xsd:date
<Theodore_Lyman_(Massachusetts)>	<wasBornOnDate>	"1833-08-23"^^xsd:date
<Gábor_Lisznyai_Szabó>	<wasBornOnDate>	"1913-##-##"^^xsd:date
<Architect_(The_Matrix)>	<wasCreatedOnDate>	"2003-##-##"^^xsd:date
<Jack_Marshall_(composer)>	<wasBornOnDate>	"1921-11-23"^^xsd:date
<Jack_Marshall>	<wasBornOnDate>	"1912-03-05"^^xsd:date
<Suez_Canal_Bridge>	<wasCreatedOnDate>	"2001-##-##"^^xsd:date
<The_Greatest_Story_Ever_Told_(David_Banner_album)>	<wasCreatedOnDate>	"2006-##-##"^^xsd:date
<You've_Got_a_Friend_(Andy_Williams_album)>	<wasCreatedOnDate>	"1971-##-##"^^xsd:date
<Guitar_(Peter_Lang_album)>	<wasCreatedOnDate>	"2003-11-11"^^xsd:date
<Presidency_College,_Chennai>	<wasCreatedOnDate>	"1840-10-15"^^xsd:date
<Arthur_Murray>	<diedOnDate>	"1991-03-03"^^xsd:date
<Groucho_Marx>	<diedOnDate>	"1977-08-19"^^xsd:date
<Terry_Walsh_(actor)>	<diedOnDate>	"2002-04-21"^^xsd:date
<M-136_(Michigan_highway)>	<wasCreatedOnDate>	"1931-##-##"^^xsd:date
<Big_C>	<wasCreatedOnDate>	"1993-##-##"^^xsd:date
<Ecce_Homo_(Antonello_da_Messina)>	<wasCreatedOnDate>	"1475-##-##"^^xsd:date
<Elisabeth_Henriette_of_Hesse-Kassel>	<wasCreatedOnDate>	"2003-##-##"^^xsd:date
<El_Palacio_de_Hierro>	<wasCreatedOnDate>	"1850-##-##"^^xsd:date
<Stephen_III_Báthory>	<diedOnDate>	"1444-##-##"^^xsd:date
<Unconquered_(1989_film)>	<wasCreatedOnDate>	"1989-01-15"^^xsd:date
<Aamina_Sheikh>	<wasBornOnDate>	"1981-08-29"^^xsd:date
<Communist_Organization_of_Greece>	<wasCreatedOnDate>	"2003-01-##"^^xsd:date
<I'll_Never_Fall_in_Love_Again_(Lonnie_Donegan_song)>	<wasCreatedOnDate>	"1962-##-##"^^xsd:date
<Ludwig_II_of_Bavaria>	<wasBornOnDate>	"1845-08-25"^^xsd:date
<Epirus_(region)>	<wasCreatedOnDate>	"1987-##-##"^^xsd:date
<Michael_Jordan>	<wasBornOnDate>	"1963-02-17"^^xsd:date
<Teen_Titans_(TV_series)>	<wasDestroyedOnDate>	"2006-01-16"^^xsd:date
<Lavinia_Warren>	<wasBornOnDate>	"1841-##-##"^^xsd:date
<Galleon_Group>	<wasDestroyedOnDate>	"2009-##-##"^^xsd:date
<Acolyte_(album)>	<wasCreatedOnDate>	"2010-##-##"^^xsd:date
<Awake_(Tycho_album)>	<wasCreatedOnDate>	"2014-##-##"^^xsd:date
<Guinness_World_Records_Primetime>	<wasDestroyedOnDate>	"2001-10-04"^^xsd:date
<Netru_Indru_Naalai_(1974_film)>	<wasCreatedOnDate>	"1974-##-##"^^xsd:date
<Southern_Comfort_(Anthony_Hamilton_album)>	<wasCreatedOnDate>	"2000-##-##"^^xsd:date
<Richard_Arès>	<diedOnDate>	"1989-08-09"^^xsd:date
<High_Ground_(film)>	<wasCreatedOnDate>	"2012-08-##"^^xsd:date
<Attila>	<diedOnDate>	"453-##-##"^^xsd:date
<Teen_Titans_(GBA_game)>	<wasCreatedOnDate>	"2005-10-16"^^xsd:date
<Asgard_(album)>	<wasCreatedOnDate>	"2000-06-16"^^xsd:date
<Priscilla_Buchan,_Baroness_Tweedsmuir>	<diedOnDate>	"1978-##-##"^^xsd:date
<Prince_Robert,_Count_of_La_Marche>	<wasBornOnDate>	"1976-09-06"^^xsd:date
<Ralph_Harris,_Baron_Harris_of_High_Cross>	<diedOnDate>	"2006-##-##"^^xsd:date
<Monument_(Miss_May_I_album)>	<wasCreatedOnDate>	"2010-06-##"^^xsd:date
<Cenn_Fáelad_mac_Colgan>	<diedOnDate>	"682-##-##"^^xsd:date
<Roman_Catholic_Diocese_of_Shrewsbury>	<wasCreatedOnDate>	"1850-09-29"^^xsd:date
<Southern_Comfort_(2001_film)>	<wasCreatedOnDate>	"2001-##-##"^^xsd:date
<Dumbo_the_Flying_Elephant>	<wasDestroyedOnDate>	"2010-##-##"^^xsd:date
<Sir_Charles_Dilke,_2nd_Baronet>	<wasBornOnDate>	"1843-09-04"^^xsd:date
<Conflict_of_Interest_(novel)>	<wasCreatedOnDate>	"1997-##-##"^^xsd:date
<Layla>	<wasCreatedOnDate>	"1970-09-##"^^xsd:date
<Wayward_Son>	<wasCreatedOnDate>	"1999-09-14"^^xsd:date
<Hawarden,_Iowa>	<wasCreatedOnDate>	"1887-03-18"^^xsd:date
<Grey_Gardens>	<wasCreatedOnDate>	"1975-09-27"^^xsd:date
<Moon_(video_game)>	<wasCreatedOnDate>	"2009-01-13"^^xsd:date
<Saladin>	<wasBornOnDate>	"532-##-##"^^xsd:date
<Eusébio>	<wasBornOnDate>	"1942-##-##"^^xsd:date
<The_Omen_(2006_film)>	<wasCreatedOnDate>	"2006-06-06"^^xsd:date
<Mortal_Kombat_(1992_video_game)>	<happenedOnDate>	"1992-##-##"^^xsd:date
<John_Locke_(poet)>	<diedOnDate>	"1889-##-##"^^xsd:date
<Birdsong_(TV_serial)>	<wasCreatedOnDate>	"2012-01-22"^^xsd:date
<Telekinesis_(comics)>	<wasCreatedOnDate>	"2007-##-##"^^xsd:date
<William_Langton_(MP)>	<diedOnDate>	"1659-##-##"^^xsd:date
<Vertigo_(UTS)>	<wasCreatedOnDate>	"1980-##-##"^^xsd:date
<Peter_Courtenay_(cricketer)>	<wasBornOnDate>	"1914-03-11"^^xsd:date
<Alexis_Jordan_(swimmer)>	<wasBornOnDate>	"1988-06-08"^^xsd:date
<Fenway_(MBTA_station)>	<wasCreatedOnDate>	"1959-##-##"^^xsd:date
<Vanitas_(Anaal_Nathrakh_album)>	<wasCreatedOnDate>	"2012-##-##"^^xsd:date
<Labo_M>	<wasCreatedOnDate>	"2003-02-##"^^xsd:date
<Sweden,_Maine>	<wasCreatedOnDate>	"1813-##-##"^^xsd:date
<Lajtabánság>	<wasCreatedOnDate>	"1921-##-##"^^xsd:date
<Sheep_(novel)>	<wasCreatedOnDate>	"1994-##-##"^^xsd:date
<Hi-Five>	<wasDestroyedOnDate>	"1993-##-##"^^xsd:date
<Our_Father_(Dexter)>	<wasCreatedOnDate>	"2008-09-28"^^xsd:date
<Rybnik>	<wasCreatedOnDate>	"10##-##-##"^^xsd:date
<Passenger_(singer)>	<wasBornOnDate>	"1984-05-17"^^xsd:date
<Face_(2004_film)>	<wasCreatedOnDate>	"2004-06-11"^^xsd:date
<USS_Rinehart_(DE-196)>	<wasDestroyedOnDate>	"1946-07-17"^^xsd:date
<Alf_Roberts>	<wasCreatedOnDate>	"1961-##-##"^^xsd:date
<Ampara_District>	<wasCreatedOnDate>	"1961-04-##"^^xsd:date
<Pebble_(watch)>	<wasCreatedOnDate>	"2013-##-##"^^xsd:date
<Rudolf_I_of_Germany>	<diedOnDate>	"1291-07-15"^^xsd:date
<Island_(Laymon_novel)>	<wasCreatedOnDate>	"1991-##-##"^^xsd:date
<Material_(Casiopea_album)>	<wasCreatedOnDate>	"1999-##-##"^^xsd:date
<Vieux_Fort,_Saint_Lucia>	<wasCreatedOnDate>	"18##-##-##"^^xsd:date
<Sherlock_Holmes_(1951_TV_series)>	<wasCreatedOnDate>	"1951-10-20"^^xsd:date
<Dead_Leaves>	<wasCreatedOnDate>	"2004-01-17"^^xsd:date
<409_Tactical_Fighter_Squadron>	<wasCreatedOnDate>	"1941-##-##"^^xsd:date
<Akron_Township,_Michigan>	<wasCreatedOnDate>	"1839-06-27"^^xsd:date
<Randy_Jackson_(The_Jacksons)>	<wasBornOnDate>	"1961-10-29"^^xsd:date
<Sir_Charles_Dilke,_2nd_Baronet>	<diedOnDate>	"1911-01-26"^^xsd:date
<Bridge_of_Sighs_(Oxford)>	<wasCreatedOnDate>	"1914-##-##"^^xsd:date
<Don_Mills_(TTC)>	<wasCreatedOnDate>	"2002-##-##"^^xsd:date
<Brian_Harvey_(athlete)>	<wasBornOnDate>	"1965-10-03"^^xsd:date
<CITV-DT>	<wasCreatedOnDate>	"1974-##-##"^^xsd:date
<Italian_Socialist_Party>	<wasCreatedOnDate>	"1892-08-14"^^xsd:date
<Neverland_(The_Mission_album)>	<wasCreatedOnDate>	"1993-##-##"^^xsd:date
<Robert_Marsham,_1st_Baron_Romney>	<wasBornOnDate>	"1685-##-##"^^xsd:date
<Battleship_(2012_video_game)>	<happenedOnDate>	"2012-##-##"^^xsd:date
<Gordon_Campbell_(Royal_Navy_officer)>	<diedOnDate>	"1953-07-03"^^xsd:date
<Victory_(1928_film)>	<wasCreatedOnDate>	"1928-03-##"^^xsd:date
<Battle_of_Shrewsbury>	<happenedOnDate>	"1403-07-21"^^xsd:date
<Louis_Philippe_(musician)>	<wasBornOnDate>	"1959-06-24"^^xsd:date
<Slipknot_(band)>	<wasCreatedOnDate>	"1995-##-##"^^xsd:date
<Richard_Irvine_Manning_III>	<wasBornOnDate>	"1859-08-15"^^xsd:date
<Ralph_Pond>	<wasBornOnDate>	"1890-05-04"^^xsd:date
<Rudolph_I_of_Burgundy>	<wasBornOnDate>	"859-##-##"^^xsd:date
<Peter_Courtney>	<wasBornOnDate>	"1943-06-18"^^xsd:date
<The_Greatest_Story_Ever_Told>	<wasCreatedOnDate>	"1965-04-09"^^xsd:date
<Arthur_Thomson_(fanzines)>	<wasBornOnDate>	"1927-##-##"^^xsd:date
<Nevada,_Iowa>	<wasCreatedOnDate>	"1853-##-##"^^xsd:date
<Electric_(Jack_Ingram_album)>	<wasCreatedOnDate>	"2002-06-04"^^xsd:date
<Brother_Jonathan_(newspaper)>	<wasDestroyedOnDate>	"1862-##-##"^^xsd:date
<Brother_Jonathan_(newspaper)>	<wasCreatedOnDate>	"1842-##-##"^^xsd:date
<Aqaba>	<wasCreatedOnDate>	"2001-##-##"^^xsd:date
<$_(film)>	<wasCreatedOnDate>	"1971-12-17"^^xsd:date
<Jack_Kirby>	<wasBornOnDate>	"1917-08-28"^^xsd:date
<Men_at_Work>	<wasCreatedOnDate>	"1979-##-##"^^xsd:date
<Stefan_Johansson_(ice_hockey)>	<wasBornOnDate>	"1988-03-15"^^xsd:date
<Gente_(magazine)>	<wasCreatedOnDate>	"1957-##-##"^^xsd:date
<Andrés_de_Pez>	<wasBornOnDate>	"1657-##-##"^^xsd:date
<New_York_State_Route_196>	<wasCreatedOnDate>	"1930-##-##"^^xsd:date
<The_Abbey_(TV_series)>	<wasCreatedOnDate>	"2007-02-14"^^xsd:date
<WKRN-TV>	<wasCreatedOnDate>	"1953-##-##"^^xsd:date
<Abbey,_Saskatchewan>	<wasCreatedOnDate>	"1913-08-01"^^xsd:date
<Harry_Ashmore>	<diedOnDate>	"1998-01-20"^^xsd:date
<Birchwood_Automotive_Group>	<wasCreatedOnDate>	"1963-##-##"^^xsd:date
<Paris_(1979_TV_series)>	<wasCreatedOnDate>	"1979-09-29"^^xsd:date
<Vanitas_(Macbeth_album)>	<wasCreatedOnDate>	"2001-08-27"^^xsd:date
<Vintage_(band)>	<wasCreatedOnDate>	"2006-##-##"^^xsd:date
<Ted_Kennedy_(footballer)>	<diedOnDate>	"1948-07-27"^^xsd:date
<United_Methodist_Church_(Millersburg,_Ohio)>	<wasCreatedOnDate>	"1871-##-##"^^xsd:date
<Golden_Balls_(video_game)>	<wasCreatedOnDate>	"2008-##-##"^^xsd:date
<Christopher_Nolan_(author)>	<wasBornOnDate>	"1965-09-06"^^xsd:date
<Candy_(Mandy_Moore_album)>	<wasCreatedOnDate>	"1999-##-##"^^xsd:date
<John_Pond>	<wasBornOnDate>	"1767-##-##"^^xsd:date
<Friday_the_13th_(2009_film)>	<wasCreatedOnDate>	"2009-02-13"^^xsd:date
<The_Moment_of_Silence>	<happenedOnDate>	"2004-##-##"^^xsd:date
<US_Boulogne>	<wasCreatedOnDate>	"1898-##-##"^^xsd:date
<Trippin'_(That's_the_Way_Love_Works)>	<wasCreatedOnDate>	"2005-09-26"^^xsd:date
<Edward_Hawarden>	<diedOnDate>	"1735-##-##"^^xsd:date
<Childhood's_End>	<wasCreatedOnDate>	"1953-##-##"^^xsd:date
<Halfway_House_(Ansted,_West_Virginia)>	<wasCreatedOnDate>	"1810-##-##"^^xsd:date
<Jack_Kirby>	<diedOnDate>	"1994-02-06"^^xsd:date
<Heroine_(From_First_to_Last_album)>	<wasCreatedOnDate>	"2005-##-##"^^xsd:date
<Chris_Hardwick>	<wasBornOnDate>	"1971-11-23"^^xsd:date
<Ernest_Becker>	<diedOnDate>	"1974-03-06"^^xsd:date
<American_Dream_(Woe,_Is_Me_EP)>	<wasCreatedOnDate>	"2013-08-20"^^xsd:date
<Enoch_Arden_(1911_film)>	<wasCreatedOnDate>	"1911-06-12"^^xsd:date
<Tower_of_Babel_(1989_video_game)>	<happenedOnDate>	"1989-##-##"^^xsd:date
<Robert_Scott_Lauder>	<wasBornOnDate>	"1803-##-##"^^xsd:date
<The_Fall_of_the_House_of_Usher_(1950_film)>	<wasCreatedOnDate>	"1950-06-##"^^xsd:date
<Masam_Masam_Manis>	<wasCreatedOnDate>	"1965-##-##"^^xsd:date
<Martin_Nurse>	<wasBornOnDate>	"1985-##-##"^^xsd:date
<Stephen_Báthory>	<wasBornOnDate>	"1533-09-27"^^xsd:date
<Robert_Powell_(tennis)>	<wasBornOnDate>	"1881-04-11"^^xsd:date
<El_Chavo_(video_game)>	<happenedOnDate>	"2012-##-##"^^xsd:date
<Daniel_Carasso>	<wasBornOnDate>	"1905-##-##"^^xsd:date
<Sir_John_Davie,_1st_Baronet>	<wasBornOnDate>	"1588-##-##"^^xsd:date
<The_Scholar>	<wasCreatedOnDate>	"2005-##-##"^^xsd:date
<Isaac_Carasso>	<wasBornOnDate>	"1874-##-##"^^xsd:date
<Sharon_Davis_(composer)>	<wasBornOnDate>	"1937-##-##"^^xsd:date
<The_Manchurian_Candidate_(2004_film)>	<wasCreatedOnDate>	"2004-07-30"^^xsd:date
<Layla_(video_game)>	<happenedOnDate>	"1986-##-##"^^xsd:date
<Schwerin>	<wasCreatedOnDate>	"1161-##-##"^^xsd:date
<Praha,_Slovakia>	<wasCreatedOnDate>	"1573-##-##"^^xsd:date
<Sirena>	<wasCreatedOnDate>	"2004-##-##"^^xsd:date
<Verdict_(film)>	<wasCreatedOnDate>	"1974-09-11"^^xsd:date
<Mike_Curb>	<wasBornOnDate>	"1944-12-24"^^xsd:date
<Punchline_(band)>	<wasCreatedOnDate>	"1998-##-##"^^xsd:date
<Seven_Wishes>	<wasCreatedOnDate>	"1985-05-##"^^xsd:date
<Samurai_(board_game)>	<wasCreatedOnDate>	"1998-##-##"^^xsd:date
<Ares_(album)>	<wasCreatedOnDate>	"2009-09-15"^^xsd:date
<Sarah_(Thin_Lizzy_song)>	<wasCreatedOnDate>	"1979-10-20"^^xsd:date
<John_Henry_Carpenter>	<wasBornOnDate>	"1928-04-24"^^xsd:date
<Juan_Álvarez>	<wasBornOnDate>	"1780-01-27"^^xsd:date
<Anorexia_Nervosa_(band)>	<wasCreatedOnDate>	"1995-##-##"^^xsd:date
<Cross_of_Iron>	<wasCreatedOnDate>	"1977-01-28"^^xsd:date
<Daria>	<wasDestroyedOnDate>	"2002-01-21"^^xsd:date
<Get_Smart_(film)>	<wasCreatedOnDate>	"2008-06-20"^^xsd:date
<Tom_Hooper_(ice_hockey)>	<wasBornOnDate>	"1883-11-24"^^xsd:date
<Tarcísio_Meira>	<wasBornOnDate>	"1935-10-05"^^xsd:date
<Richard_Manning>	<wasBornOnDate>	"1951-02-07"^^xsd:date
<Paris,_Ontario>	<wasCreatedOnDate>	"1829-##-##"^^xsd:date
<Peter_Allan>	<wasBornOnDate>	"1935-##-##"^^xsd:date
<Karamay_(film)>	<wasCreatedOnDate>	"2010-03-28"^^xsd:date
<Cambria,_California>	<wasCreatedOnDate>	"1862-##-##"^^xsd:date
<White_Noise_(film)>	<wasCreatedOnDate>	"2005-01-07"^^xsd:date
<1906_(album)>	<wasCreatedOnDate>	"2000-##-##"^^xsd:date
<Kind_of_Blue_(TQ_album)>	<wasCreatedOnDate>	"2010-03-23"^^xsd:date
<Sexuality_(Prince_song)>	<wasCreatedOnDate>	"1981-##-##"^^xsd:date
<Who_Framed_Roger_Rabbit_(1991_video_game)>	<happenedOnDate>	"1991-##-##"^^xsd:date
<Wide_Open_Spaces_(song)>	<wasCreatedOnDate>	"1998-07-28"^^xsd:date
<James_Octavius_Machell>	<diedOnDate>	"1902-##-##"^^xsd:date
<Harold_Bennett>	<wasBornOnDate>	"1899-09-17"^^xsd:date
<Noah's_Ark_(book)>	<wasCreatedOnDate>	"1977-##-##"^^xsd:date
<Reichsflotte>	<wasDestroyedOnDate>	"1852-##-##"^^xsd:date
<Shrewsbury_railway_station>	<wasCreatedOnDate>	"1849-##-##"^^xsd:date
<Glenn_Hughes_(Village_People)>	<diedOnDate>	"2001-03-04"^^xsd:date
<Patrick_Leahy_(athlete)>	<diedOnDate>	"1927-##-##"^^xsd:date
<Hib_Milks>	<diedOnDate>	"1949-01-21"^^xsd:date
<Alessandro,_California>	<wasCreatedOnDate>	"1887-##-##"^^xsd:date
<Hugh_Martyn_Williams>	<wasBornOnDate>	"1946-##-##"^^xsd:date
<Castell,_Texas>	<wasCreatedOnDate>	"1847-##-##"^^xsd:date
<Ottawa_Senators_(FHL)>	<wasCreatedOnDate>	"1908-##-##"^^xsd:date
<Death_in_Venice_(film)>	<wasCreatedOnDate>	"1971-03-01"^^xsd:date
<William_Buchan,_3rd_Baron_Tweedsmuir>	<diedOnDate>	"2008-06-29"^^xsd:date
<Under_the_Volcano>	<wasCreatedOnDate>	"1947-##-##"^^xsd:date
<Tom_Hooper>	<wasBornOnDate>	"1972-10-01"^^xsd:date
<TNT_(band)>	<wasDestroyedOnDate>	"1992-##-##"^^xsd:date
<Dead_Again_(Type_O_Negative_album)>	<wasCreatedOnDate>	"2006-##-##"^^xsd:date
<Margaret_Campbell_(politician)>	<wasBornOnDate>	"1912-##-##"^^xsd:date
<Silver_Screen_Partners>	<wasCreatedOnDate>	"1982-##-##"^^xsd:date
<Guerra_de_Estados_Pesados>	<wasCreatedOnDate>	"2000-03-21"^^xsd:date
<Goethe-Institut>	<wasCreatedOnDate>	"1951-##-##"^^xsd:date
<Nurse_(film)>	<wasCreatedOnDate>	"1969-##-##"^^xsd:date
<Thomas_Austin>	<wasBornOnDate>	"1815-##-##"^^xsd:date
<Clinton,_British_Columbia>	<wasCreatedOnDate>	"1963-##-##"^^xsd:date
<Chiaroscuro_(Bass_Communion_album)>	<wasCreatedOnDate>	"2009-07-##"^^xsd:date
<Bob_Moore>	<wasBornOnDate>	"1932-11-30"^^xsd:date
<Groucho_Marx>	<wasBornOnDate>	"1890-10-02"^^xsd:date
<Jacksonville,_Arkansas>	<wasCreatedOnDate>	"1870-##-##"^^xsd:date
<John_Galen_Howard>	<diedOnDate>	"1931-07-18"^^xsd:date
<John_Biddulph>	<wasBornOnDate>	"1848-##-##"^^xsd:date
<SR_Q1_class>	<wasCreatedOnDate>	"1942-##-##"^^xsd:date
<Vishwaroopam_(1980_film)>	<wasCreatedOnDate>	"1980-##-##"^^xsd:date
<Muddy_Waters_(American_football)>	<wasBornOnDate>	"1923-01-30"^^xsd:date
<Al-Alam>	<wasCreatedOnDate>	"1946-##-##"^^xsd:date
<Jack_Haley>	<wasBornOnDate>	"1898-08-10"^^xsd:date
<Christopher_Nolan_(author)>	<diedOnDate>	"2009-02-20"^^xsd:date
<Evil_Under_the_Sun>	<wasCreatedOnDate>	"1941-06-##"^^xsd:date
<When_Will_I_See_You_Again>	<wasCreatedOnDate>	"1973-##-##"^^xsd:date
<Planet_of_Death>	<wasCreatedOnDate>	"1997-02-28"^^xsd:date
<John_Howard_(optical_physicist)>	<wasCreatedOnDate>	"2008-##-##"^^xsd:date
<Anthology_(Cameo_album)>	<wasCreatedOnDate>	"2002-06-18"^^xsd:date
<The_Haunted_House_(1913_film)>	<wasCreatedOnDate>	"1913-11-08"^^xsd:date
<Wordplay_(game_show)>	<wasDestroyedOnDate>	"1987-09-04"^^xsd:date
<Neil_Harrison_(curler)>	<diedOnDate>	"2014-##-##"^^xsd:date
<Cuthbert>	<diedOnDate>	"687-03-20"^^xsd:date
<Republic_of_the_Congo>	<wasCreatedOnDate>	"1960-08-15"^^xsd:date
<Shame_(1968_film)>	<wasCreatedOnDate>	"1968-09-29"^^xsd:date
<Architect_(album)>	<wasCreatedOnDate>	"2012-##-##"^^xsd:date
<After_the_Fire>	<wasCreatedOnDate>	"1974-##-##"^^xsd:date
<Defcon_(album)>	<wasCreatedOnDate>	"1991-10-01"^^xsd:date
<Antares_(film)>	<wasCreatedOnDate>	"2004-08-05"^^xsd:date
<The_Game_of_Life>	<wasCreatedOnDate>	"1861-##-##"^^xsd:date
<Boulevard_(1960_film)>	<wasCreatedOnDate>	"1960-##-##"^^xsd:date
<Sheep_(video_game)>	<wasCreatedOnDate>	"2000-11-06"^^xsd:date
<Veronica_Hart>	<wasBornOnDate>	"1956-10-27"^^xsd:date
<Instinct_(Granrodeo_album)>	<wasCreatedOnDate>	"2008-##-##"^^xsd:date
<Corvette_(video_game)>	<wasCreatedOnDate>	"2003-11-11"^^xsd:date
<Martin_Brendel>	<wasBornOnDate>	"1862-##-##"^^xsd:date
<Billy_Martin_(shortstop)>	<wasBornOnDate>	"1894-02-13"^^xsd:date
<New_Democracy_(Greece)>	<wasCreatedOnDate>	"1974-10-04"^^xsd:date
<Crisp,_Texas>	<wasCreatedOnDate>	"1892-##-##"^^xsd:date
<Texas_Hold_'em_(video_game)>	<wasCreatedOnDate>	"2006-08-23"^^xsd:date
<Hugh_Pigot_Williams>	<wasBornOnDate>	"1858-##-##"^^xsd:date
<River_(AKB48_song)>	<wasCreatedOnDate>	"2013-05-11"^^xsd:date
<The_KLF>	<wasCreatedOnDate>	"1987-##-##"^^xsd:date
<Jon_Jones>	<diedOnDate>	"1962-05-25"^^xsd:date
