<Q-1347774365>	<wasCreatedOnDate>	"1987-07-##"^^xsd:date
<Q1644723061>	<wasCreatedOnDate>	"1924-##-##"^^xsd:date
<Q292881967>	<wasCreatedOnDate>	"1935-##-##"^^xsd:date
<Q-1569569091>	<wasCreatedOnDate>	"1968-##-##"^^xsd:date
<Q-792714171>	<wasBornOnDate>	"1940-10-23"^^xsd:date
<Q-998498218>	<diedOnDate>	"1704-10-28"^^xsd:date
<Q-725967371>	<wasCreatedOnDate>	"1816-##-##"^^xsd:date
<Q-1313818994>	<wasCreatedOnDate>	"2006-01-27"^^xsd:date
<Q750452818>	<wasBornOnDate>	"1833-08-23"^^xsd:date
<Q1792010684>	<wasBornOnDate>	"1913-##-##"^^xsd:date
<Q-717428333>	<wasCreatedOnDate>	"2003-##-##"^^xsd:date
<Q-816647434>	<wasBornOnDate>	"1921-11-23"^^xsd:date
<Q1975015909>	<wasBornOnDate>	"1912-03-05"^^xsd:date
<Q-816838394>	<wasCreatedOnDate>	"2001-##-##"^^xsd:date
<Q-2032389806>	<wasCreatedOnDate>	"2006-##-##"^^xsd:date
<Q1099538398>	<wasCreatedOnDate>	"1971-##-##"^^xsd:date
<Q-747003127>	<wasCreatedOnDate>	"2003-11-11"^^xsd:date
<Q1652543742>	<wasCreatedOnDate>	"1840-10-15"^^xsd:date
<Q-803253367>	<diedOnDate>	"1991-03-03"^^xsd:date
<Q-1642090495>	<diedOnDate>	"1977-08-19"^^xsd:date
<Q-447301718>	<diedOnDate>	"2002-04-21"^^xsd:date
<Q330130248>	<wasCreatedOnDate>	"1931-##-##"^^xsd:date
<Q1789182097>	<wasCreatedOnDate>	"1993-##-##"^^xsd:date
<Q1402417065>	<wasCreatedOnDate>	"1475-##-##"^^xsd:date
<Q808191667>	<wasCreatedOnDate>	"2003-##-##"^^xsd:date
<Q205190808>	<wasCreatedOnDate>	"1850-##-##"^^xsd:date
<Q1407148726>	<diedOnDate>	"1444-##-##"^^xsd:date
<Q-684589024>	<wasCreatedOnDate>	"1989-01-15"^^xsd:date
<Q-625903480>	<wasBornOnDate>	"1981-08-29"^^xsd:date
<Q1645739637>	<wasCreatedOnDate>	"2003-01-##"^^xsd:date
<Q-1442126929>	<wasCreatedOnDate>	"1962-##-##"^^xsd:date
<Q1998855455>	<wasBornOnDate>	"1845-08-25"^^xsd:date
<Q158755463>	<wasCreatedOnDate>	"1987-##-##"^^xsd:date
<Q351400168>	<wasBornOnDate>	"1963-02-17"^^xsd:date
<Q108013726>	<wasDestroyedOnDate>	"2006-01-16"^^xsd:date
<Q-1353277504>	<wasBornOnDate>	"1841-##-##"^^xsd:date
<Q-1445207390>	<wasDestroyedOnDate>	"2009-##-##"^^xsd:date
<Q1988941283>	<wasCreatedOnDate>	"2010-##-##"^^xsd:date
<Q-1806916372>	<wasCreatedOnDate>	"2014-##-##"^^xsd:date
<Q-1934470646>	<wasDestroyedOnDate>	"2001-10-04"^^xsd:date
<Q-874474542>	<wasCreatedOnDate>	"1974-##-##"^^xsd:date
<Q563921894>	<wasCreatedOnDate>	"2000-##-##"^^xsd:date
<Q1509772708>	<diedOnDate>	"1989-08-09"^^xsd:date
<Q-890030618>	<wasCreatedOnDate>	"2012-08-##"^^xsd:date
<Q-759649071>	<diedOnDate>	"453-##-##"^^xsd:date
<Q1552676731>	<wasCreatedOnDate>	"2005-10-16"^^xsd:date
<Q1689197896>	<wasCreatedOnDate>	"2000-06-16"^^xsd:date
<Q-468220452>	<diedOnDate>	"1978-##-##"^^xsd:date
<Q1133258839>	<wasBornOnDate>	"1976-09-06"^^xsd:date
<Q71498698>	<diedOnDate>	"2006-##-##"^^xsd:date
<Q-1377522867>	<wasCreatedOnDate>	"2010-06-##"^^xsd:date
<Q1180038503>	<diedOnDate>	"682-##-##"^^xsd:date
<Q1710070594>	<wasCreatedOnDate>	"1850-09-29"^^xsd:date
<Q-266378016>	<wasCreatedOnDate>	"2001-##-##"^^xsd:date
<Q1016405844>	<wasDestroyedOnDate>	"2010-##-##"^^xsd:date
<Q-1024695581>	<wasBornOnDate>	"1843-09-04"^^xsd:date
<Q-1929575188>	<wasCreatedOnDate>	"1997-##-##"^^xsd:date
<Q-1325072581>	<wasCreatedOnDate>	"1970-09-##"^^xsd:date
<Q2074094943>	<wasCreatedOnDate>	"1999-09-14"^^xsd:date
<Q1769485961>	<wasCreatedOnDate>	"1887-03-18"^^xsd:date
<Q-1360303508>	<wasCreatedOnDate>	"1975-09-27"^^xsd:date
<Q1104141681>	<wasCreatedOnDate>	"2009-01-13"^^xsd:date
<Q1466756505>	<wasBornOnDate>	"532-##-##"^^xsd:date
<Q-223429782>	<wasBornOnDate>	"1942-##-##"^^xsd:date
<Q1285823638>	<wasCreatedOnDate>	"2006-06-06"^^xsd:date
<Q-1981914441>	<happenedOnDate>	"1992-##-##"^^xsd:date
<Q1032104105>	<diedOnDate>	"1889-##-##"^^xsd:date
<Q-590652772>	<wasCreatedOnDate>	"2012-01-22"^^xsd:date
<Q80719485>	<wasCreatedOnDate>	"2007-##-##"^^xsd:date
<Q-334987344>	<diedOnDate>	"1659-##-##"^^xsd:date
<Q491475764>	<wasCreatedOnDate>	"1980-##-##"^^xsd:date
<Q-1469553654>	<wasBornOnDate>	"1914-03-11"^^xsd:date
<Q-21762105>	<wasBornOnDate>	"1988-06-08"^^xsd:date
<Q972816672>	<wasCreatedOnDate>	"1959-##-##"^^xsd:date
<Q-1714233516>	<wasCreatedOnDate>	"2012-##-##"^^xsd:date
<Q-349665671>	<wasCreatedOnDate>	"2003-02-##"^^xsd:date
<Q-505561094>	<wasCreatedOnDate>	"1813-##-##"^^xsd:date
<Q-1544820635>	<wasCreatedOnDate>	"1921-##-##"^^xsd:date
<Q-570580484>	<wasCreatedOnDate>	"1994-##-##"^^xsd:date
<Q-1607079521>	<wasDestroyedOnDate>	"1993-##-##"^^xsd:date
<Q-17166161>	<wasCreatedOnDate>	"2008-09-28"^^xsd:date
<Q828354687>	<wasCreatedOnDate>	"10##-##-##"^^xsd:date
<Q2066656162>	<wasBornOnDate>	"1984-05-17"^^xsd:date
<Q1329384309>	<wasCreatedOnDate>	"2004-06-11"^^xsd:date
<Q-1571525977>	<wasDestroyedOnDate>	"1946-07-17"^^xsd:date
<Q-323059152>	<wasCreatedOnDate>	"1961-##-##"^^xsd:date
<Q-1796595895>	<wasCreatedOnDate>	"1961-04-##"^^xsd:date
<Q-1099516927>	<wasCreatedOnDate>	"2013-##-##"^^xsd:date
<Q883796101>	<diedOnDate>	"1291-07-15"^^xsd:date
<Q1079346998>	<wasCreatedOnDate>	"1991-##-##"^^xsd:date
<Q-478041683>	<wasCreatedOnDate>	"1999-##-##"^^xsd:date
<Q1147519622>	<wasCreatedOnDate>	"18##-##-##"^^xsd:date
<Q-1522991817>	<wasCreatedOnDate>	"1951-10-20"^^xsd:date
<Q285253617>	<wasCreatedOnDate>	"2004-01-17"^^xsd:date
<Q1064676859>	<wasCreatedOnDate>	"1941-##-##"^^xsd:date
<Q1041497469>	<wasCreatedOnDate>	"1839-06-27"^^xsd:date
<Q1474749618>	<wasBornOnDate>	"1961-10-29"^^xsd:date
<Q-1024695581>	<diedOnDate>	"1911-01-26"^^xsd:date
<Q-1765438562>	<wasCreatedOnDate>	"1914-##-##"^^xsd:date
<Q1216963387>	<wasCreatedOnDate>	"2002-##-##"^^xsd:date
<Q-1416626359>	<wasBornOnDate>	"1965-10-03"^^xsd:date
<Q-479944627>	<wasCreatedOnDate>	"1974-##-##"^^xsd:date
<Q1122158489>	<wasCreatedOnDate>	"1892-08-14"^^xsd:date
<Q-284724796>	<wasCreatedOnDate>	"1993-##-##"^^xsd:date
<Q1892530967>	<wasBornOnDate>	"1685-##-##"^^xsd:date
<Q-1160473185>	<happenedOnDate>	"2012-##-##"^^xsd:date
<Q-93817447>	<diedOnDate>	"1953-07-03"^^xsd:date
<Q-162991698>	<wasCreatedOnDate>	"1928-03-##"^^xsd:date
<Q-1914131313>	<happenedOnDate>	"1403-07-21"^^xsd:date
<Q393689223>	<wasBornOnDate>	"1959-06-24"^^xsd:date
<Q12173803>	<wasCreatedOnDate>	"1995-##-##"^^xsd:date
<Q-1449039289>	<wasBornOnDate>	"1859-08-15"^^xsd:date
<Q-344454510>	<wasBornOnDate>	"1890-05-04"^^xsd:date
<Q1393730708>	<wasBornOnDate>	"859-##-##"^^xsd:date
<Q-1447347869>	<wasBornOnDate>	"1943-06-18"^^xsd:date
<Q-590486914>	<wasCreatedOnDate>	"1965-04-09"^^xsd:date
<Q-139356980>	<wasBornOnDate>	"1927-##-##"^^xsd:date
<Q-1531863900>	<wasCreatedOnDate>	"1853-##-##"^^xsd:date
<Q-1664000168>	<wasCreatedOnDate>	"2002-06-04"^^xsd:date
<Q1136138136>	<wasDestroyedOnDate>	"1862-##-##"^^xsd:date
<Q1136138136>	<wasCreatedOnDate>	"1842-##-##"^^xsd:date
<Q-528086470>	<wasCreatedOnDate>	"2001-##-##"^^xsd:date
<Q265777940>	<wasCreatedOnDate>	"1971-12-17"^^xsd:date
<Q624794413>	<wasBornOnDate>	"1917-08-28"^^xsd:date
<Q-969920290>	<wasCreatedOnDate>	"1979-##-##"^^xsd:date
<Q-735612850>	<wasBornOnDate>	"1988-03-15"^^xsd:date
<Q-924075725>	<wasCreatedOnDate>	"1957-##-##"^^xsd:date
<Q-1773510351>	<wasBornOnDate>	"1657-##-##"^^xsd:date
<Q36197115>	<wasCreatedOnDate>	"1930-##-##"^^xsd:date
<Q983596507>	<wasCreatedOnDate>	"2007-02-14"^^xsd:date
<Q1330877397>	<wasCreatedOnDate>	"1953-##-##"^^xsd:date
<Q-158847449>	<wasCreatedOnDate>	"1913-08-01"^^xsd:date
<Q476675868>	<diedOnDate>	"1998-01-20"^^xsd:date
<Q1182013751>	<wasCreatedOnDate>	"1963-##-##"^^xsd:date
<Q-378666982>	<wasCreatedOnDate>	"1979-09-29"^^xsd:date
<Q-434842055>	<wasCreatedOnDate>	"2001-08-27"^^xsd:date
<Q-101563799>	<wasCreatedOnDate>	"2006-##-##"^^xsd:date
<Q-1805641978>	<diedOnDate>	"1948-07-27"^^xsd:date
<Q456954814>	<wasCreatedOnDate>	"1871-##-##"^^xsd:date
<Q553859613>	<wasCreatedOnDate>	"2008-##-##"^^xsd:date
<Q-1402254349>	<wasBornOnDate>	"1965-09-06"^^xsd:date
<Q-658179917>	<wasCreatedOnDate>	"1999-##-##"^^xsd:date
<Q-559318685>	<wasBornOnDate>	"1767-##-##"^^xsd:date
<Q832093180>	<wasCreatedOnDate>	"2009-02-13"^^xsd:date
<Q1343185290>	<happenedOnDate>	"2004-##-##"^^xsd:date
<Q-1911774671>	<wasCreatedOnDate>	"1898-##-##"^^xsd:date
<Q1186869715>	<wasCreatedOnDate>	"2005-09-26"^^xsd:date
<Q997365446>	<diedOnDate>	"1735-##-##"^^xsd:date
<Q1668195864>	<wasCreatedOnDate>	"1953-##-##"^^xsd:date
<Q-832032760>	<wasCreatedOnDate>	"1810-##-##"^^xsd:date
<Q624794413>	<diedOnDate>	"1994-02-06"^^xsd:date
<Q1637837317>	<wasCreatedOnDate>	"2005-##-##"^^xsd:date
<Q1504518448>	<wasBornOnDate>	"1971-11-23"^^xsd:date
<Q1285897138>	<diedOnDate>	"1974-03-06"^^xsd:date
<Q-1147802967>	<wasCreatedOnDate>	"2013-08-20"^^xsd:date
<Q-703798354>	<wasCreatedOnDate>	"1911-06-12"^^xsd:date
<Q-246790887>	<happenedOnDate>	"1989-##-##"^^xsd:date
<Q594833951>	<wasBornOnDate>	"1803-##-##"^^xsd:date
<Q1980524747>	<wasCreatedOnDate>	"1950-06-##"^^xsd:date
<Q1762641954>	<wasCreatedOnDate>	"1965-##-##"^^xsd:date
<Q-1196603766>	<wasBornOnDate>	"1985-##-##"^^xsd:date
<Q10460124>	<wasBornOnDate>	"1533-09-27"^^xsd:date
<Q974309591>	<wasBornOnDate>	"1881-04-11"^^xsd:date
<Q-457355022>	<happenedOnDate>	"2012-##-##"^^xsd:date
<Q-1397463290>	<wasBornOnDate>	"1905-##-##"^^xsd:date
<Q490851482>	<wasBornOnDate>	"1588-##-##"^^xsd:date
<Q-1435631319>	<wasCreatedOnDate>	"2005-##-##"^^xsd:date
<Q848614945>	<wasBornOnDate>	"1874-##-##"^^xsd:date
<Q-1387884985>	<wasBornOnDate>	"1937-##-##"^^xsd:date
<Q2006996621>	<wasCreatedOnDate>	"2004-07-30"^^xsd:date
<Q1359133674>	<happenedOnDate>	"1986-##-##"^^xsd:date
<Q-1656165634>	<wasCreatedOnDate>	"1161-##-##"^^xsd:date
<Q52502170>	<wasCreatedOnDate>	"1573-##-##"^^xsd:date
<Q1719041661>	<wasCreatedOnDate>	"2004-##-##"^^xsd:date
<Q-1397941245>	<wasCreatedOnDate>	"1974-09-11"^^xsd:date
<Q1027538241>	<wasBornOnDate>	"1944-12-24"^^xsd:date
<Q967996383>	<wasCreatedOnDate>	"1998-##-##"^^xsd:date
<Q694921490>	<wasCreatedOnDate>	"1985-05-##"^^xsd:date
<Q1169381989>	<wasCreatedOnDate>	"1998-##-##"^^xsd:date
<Q-209022461>	<wasCreatedOnDate>	"2009-09-15"^^xsd:date
<Q-1898098345>	<wasCreatedOnDate>	"1979-10-20"^^xsd:date
<Q-63323879>	<wasBornOnDate>	"1928-04-24"^^xsd:date
<Q1238335118>	<wasBornOnDate>	"1780-01-27"^^xsd:date
<Q2063538296>	<wasCreatedOnDate>	"1995-##-##"^^xsd:date
<Q528205512>	<wasCreatedOnDate>	"1977-01-28"^^xsd:date
<Q1539746635>	<wasDestroyedOnDate>	"2002-01-21"^^xsd:date
<Q1898795256>	<wasCreatedOnDate>	"2008-06-20"^^xsd:date
<Q1026571306>	<wasBornOnDate>	"1883-11-24"^^xsd:date
<Q141496038>	<wasBornOnDate>	"1935-10-05"^^xsd:date
<Q1681958255>	<wasBornOnDate>	"1951-02-07"^^xsd:date
<Q-135704183>	<wasCreatedOnDate>	"1829-##-##"^^xsd:date
<Q-1909827341>	<wasBornOnDate>	"1935-##-##"^^xsd:date
<Q772725823>	<wasCreatedOnDate>	"2010-03-28"^^xsd:date
<Q1083734900>	<wasCreatedOnDate>	"1862-##-##"^^xsd:date
<Q1862386681>	<wasCreatedOnDate>	"2005-01-07"^^xsd:date
<Q-552636123>	<wasCreatedOnDate>	"2000-##-##"^^xsd:date
<Q2031865348>	<wasCreatedOnDate>	"2010-03-23"^^xsd:date
<Q-434943679>	<wasCreatedOnDate>	"1981-##-##"^^xsd:date
<Q96627199>	<happenedOnDate>	"1991-##-##"^^xsd:date
<Q-1274124068>	<wasCreatedOnDate>	"1998-07-28"^^xsd:date
<Q773936050>	<diedOnDate>	"1902-##-##"^^xsd:date
<Q1530518804>	<wasBornOnDate>	"1899-09-17"^^xsd:date
<Q-833442239>	<wasCreatedOnDate>	"1977-##-##"^^xsd:date
<Q1935709305>	<wasDestroyedOnDate>	"1852-##-##"^^xsd:date
<Q1384359293>	<wasCreatedOnDate>	"1849-##-##"^^xsd:date
<Q-144219767>	<diedOnDate>	"2001-03-04"^^xsd:date
<Q-423357835>	<diedOnDate>	"1927-##-##"^^xsd:date
<Q-400770364>	<diedOnDate>	"1949-01-21"^^xsd:date
<Q1655835491>	<wasCreatedOnDate>	"1887-##-##"^^xsd:date
<Q-1366046537>	<wasBornOnDate>	"1946-##-##"^^xsd:date
<Q1573428694>	<wasCreatedOnDate>	"1847-##-##"^^xsd:date
<Q1467264205>	<wasCreatedOnDate>	"1908-##-##"^^xsd:date
<Q556034701>	<wasCreatedOnDate>	"1971-03-01"^^xsd:date
<Q-701846278>	<diedOnDate>	"2008-06-29"^^xsd:date
<Q707312679>	<wasCreatedOnDate>	"1947-##-##"^^xsd:date
<Q-1358514626>	<wasBornOnDate>	"1972-10-01"^^xsd:date
<Q-1287204464>	<wasDestroyedOnDate>	"1992-##-##"^^xsd:date
<Q1059415869>	<wasCreatedOnDate>	"2006-##-##"^^xsd:date
<Q-421688699>	<wasBornOnDate>	"1912-##-##"^^xsd:date
<Q1963045070>	<wasCreatedOnDate>	"1982-##-##"^^xsd:date
<Q1558568696>	<wasCreatedOnDate>	"2000-03-21"^^xsd:date
<Q1468127197>	<wasCreatedOnDate>	"1951-##-##"^^xsd:date
<Q-891250841>	<wasCreatedOnDate>	"1969-##-##"^^xsd:date
<Q-494775752>	<wasBornOnDate>	"1815-##-##"^^xsd:date
<Q1803221940>	<wasCreatedOnDate>	"1963-##-##"^^xsd:date
<Q-19433895>	<wasCreatedOnDate>	"2009-07-##"^^xsd:date
<Q-974861869>	<wasBornOnDate>	"1932-11-30"^^xsd:date
<Q-1642090495>	<wasBornOnDate>	"1890-10-02"^^xsd:date
<Q1564832048>	<wasCreatedOnDate>	"1870-##-##"^^xsd:date
<Q742285616>	<diedOnDate>	"1931-07-18"^^xsd:date
<Q-1398888727>	<wasBornOnDate>	"1848-##-##"^^xsd:date
<Q-1997976796>	<wasCreatedOnDate>	"1942-##-##"^^xsd:date
<Q1134162841>	<wasCreatedOnDate>	"1980-##-##"^^xsd:date
<Q-1490522582>	<wasBornOnDate>	"1923-01-30"^^xsd:date
<Q1169704911>	<wasCreatedOnDate>	"1946-##-##"^^xsd:date
<Q-1904232171>	<wasBornOnDate>	"1898-08-10"^^xsd:date
<Q-1402254349>	<diedOnDate>	"2009-02-20"^^xsd:date
<Q1391093414>	<wasCreatedOnDate>	"1941-06-##"^^xsd:date
<Q235789104>	<wasCreatedOnDate>	"1973-##-##"^^xsd:date
<Q-1487741051>	<wasCreatedOnDate>	"1997-02-28"^^xsd:date
<Q1048250190>	<wasCreatedOnDate>	"2008-##-##"^^xsd:date
<Q-1691144669>	<wasCreatedOnDate>	"2002-06-18"^^xsd:date
<Q1840347289>	<wasCreatedOnDate>	"1913-11-08"^^xsd:date
<Q-192491135>	<wasDestroyedOnDate>	"1987-09-04"^^xsd:date
<Q1847886094>	<diedOnDate>	"2014-##-##"^^xsd:date
<Q220604709>	<diedOnDate>	"687-03-20"^^xsd:date
<Q834835627>	<wasCreatedOnDate>	"1960-08-15"^^xsd:date
<Q-81753941>	<wasCreatedOnDate>	"1968-09-29"^^xsd:date
<Q1247497107>	<wasCreatedOnDate>	"2012-##-##"^^xsd:date
<Q565476874>	<wasCreatedOnDate>	"1974-##-##"^^xsd:date
<Q1948206495>	<wasCreatedOnDate>	"1991-10-01"^^xsd:date
<Q532193518>	<wasCreatedOnDate>	"2004-08-05"^^xsd:date
<Q-2115219220>	<wasCreatedOnDate>	"1861-##-##"^^xsd:date
<Q-601895419>	<wasCreatedOnDate>	"1960-##-##"^^xsd:date
<Q1786106008>	<wasCreatedOnDate>	"2000-11-06"^^xsd:date
<Q1486705524>	<wasBornOnDate>	"1956-10-27"^^xsd:date
<Q320877909>	<wasCreatedOnDate>	"2008-##-##"^^xsd:date
<Q-1684353018>	<wasCreatedOnDate>	"2003-11-11"^^xsd:date
<Q825632033>	<wasBornOnDate>	"1862-##-##"^^xsd:date
<Q1979374220>	<wasBornOnDate>	"1894-02-13"^^xsd:date
<Q-31377531>	<wasCreatedOnDate>	"1974-10-04"^^xsd:date
<Q-48052514>	<wasCreatedOnDate>	"1892-##-##"^^xsd:date
<Q2110761205>	<wasCreatedOnDate>	"2006-08-23"^^xsd:date
<Q484991284>	<wasBornOnDate>	"1858-##-##"^^xsd:date
<Q-483491>	<wasCreatedOnDate>	"2013-05-11"^^xsd:date
<Q1462519314>	<wasCreatedOnDate>	"1987-##-##"^^xsd:date
<Q889731601>	<diedOnDate>	"1962-05-25"^^xsd:date
<Q-15182924>	<wasCreatedOnDate>	"1885-##-##"^^xsd:date
<Q1396800723>	<wasDestroyedOnDate>	"1803-##-##"^^xsd:date
<Q1595949055>	<wasBornOnDate>	"1955-09-04"^^xsd:date
<Q1424160018>	<diedOnDate>	"273-##-##"^^xsd:date
<Q-1707188173>	<wasCreatedOnDate>	"1919-05-26"^^xsd:date
<Q-197843813>	<happenedOnDate>	"2004-##-##"^^xsd:date
<Q1460279040>	<wasCreatedOnDate>	"2004-##-##"^^xsd:date
<Q2094049055>	<happenedOnDate>	"1988-##-##"^^xsd:date
<Q-501316913>	<wasCreatedOnDate>	"1998-##-##"^^xsd:date
<Q2134043483>	<wasCreatedOnDate>	"1992-07-09"^^xsd:date
<Q-1852909806>	<wasCreatedOnDate>	"1986-##-##"^^xsd:date
<Q-1758407883>	<wasCreatedOnDate>	"1981-##-##"^^xsd:date
<Q-843202518>	<wasCreatedOnDate>	"2001-##-##"^^xsd:date
<Q1336687370>	<wasBornOnDate>	"1902-##-##"^^xsd:date
<Q1024258379>	<wasCreatedOnDate>	"1983-##-##"^^xsd:date
<Q-1721214022>	<wasBornOnDate>	"1944-01-02"^^xsd:date
<Q-2091681300>	<wasBornOnDate>	"1975-07-14"^^xsd:date
<Q-592022227>	<wasCreatedOnDate>	"2013-07-12"^^xsd:date
<Q-1302840668>	<wasBornOnDate>	"1961-03-25"^^xsd:date
<Q-1255709375>	<wasCreatedOnDate>	"1922-##-##"^^xsd:date
<Q-485728464>	<wasBornOnDate>	"1953-02-02"^^xsd:date
<Q-1526702661>	<wasCreatedOnDate>	"1993-11-##"^^xsd:date
<Q254925067>	<wasBornOnDate>	"1983-08-16"^^xsd:date
<Q-1889659128>	<wasBornOnDate>	"1751-##-##"^^xsd:date
<Q-436015231>	<wasCreatedOnDate>	"2000-02-06"^^xsd:date
<Q245758596>	<wasDestroyedOnDate>	"2011-12-30"^^xsd:date
<Q-1952731192>	<diedOnDate>	"2008-##-##"^^xsd:date
<Q177560232>	<wasCreatedOnDate>	"1961-##-##"^^xsd:date
<Q1253676505>	<wasCreatedOnDate>	"1903-##-##"^^xsd:date
<Q-2144444603>	<wasCreatedOnDate>	"1967-##-##"^^xsd:date
<Q185394602>	<wasCreatedOnDate>	"1999-11-10"^^xsd:date
<Q-1868755136>	<wasCreatedOnDate>	"2011-05-13"^^xsd:date
<Q205137697>	<wasCreatedOnDate>	"1988-##-##"^^xsd:date
<Q2009468864>	<wasCreatedOnDate>	"1963-##-##"^^xsd:date
<Q1626914324>	<wasBornOnDate>	"1653-##-##"^^xsd:date
<Q1551762713>	<wasCreatedOnDate>	"2008-06-11"^^xsd:date
<Q450611227>	<wasCreatedOnDate>	"2010-##-##"^^xsd:date
<Q-1763017144>	<wasCreatedOnDate>	"1995-##-##"^^xsd:date
<Q428608205>	<diedOnDate>	"1288-11-19"^^xsd:date
<Q313150955>	<wasBornOnDate>	"1849-09-26"^^xsd:date
<Q103283238>	<wasCreatedOnDate>	"1909-##-##"^^xsd:date
<Q1203222015>	<wasBornOnDate>	"1904-##-##"^^xsd:date
<Q2060025840>	<wasBornOnDate>	"1982-08-28"^^xsd:date
<Q-1036057295>	<wasCreatedOnDate>	"2003-##-##"^^xsd:date
<Q-1550686779>	<wasCreatedOnDate>	"1937-##-##"^^xsd:date
<Q-1569569091>	<wasDestroyedOnDate>	"1668-##-##"^^xsd:date
<Q-1632167218>	<wasCreatedOnDate>	"2006-11-17"^^xsd:date
<Q-213991539>	<wasCreatedOnDate>	"1970-##-##"^^xsd:date
<Q-1330801999>	<diedOnDate>	"1942-##-##"^^xsd:date
<Q-2133686032>	<wasDestroyedOnDate>	"1964-##-##"^^xsd:date
<Q-1013923004>	<wasBornOnDate>	"1959-08-29"^^xsd:date
<Q1654223304>	<wasCreatedOnDate>	"1925-##-##"^^xsd:date
